1,0.0,0.0
2,1.0,2.0
3,0.6666666666666666,0.0
4,0.5,0.0
5,0.0,-2.0
6,-0.16666666666666666,-1.0
7,0.0,1.0
8,0.0,0.0
9,-0.1111111111111111,-1.0
10,-0.1,0.0
11,-0.09090909090909091,0.0
12,-0.16666666666666666,-1.0
13,-0.23076923076923078,-1.0
14,-0.14285714285714285,1.0
15,-0.2,-1.0
16,-0.1875,0.0
17,-0.11764705882352941,1.0
18,-0.16666666666666666,-1.0
19,-0.15789473684210525,0.0
20,-0.05,2.0
21,-0.09523809523809523,-1.0
22,-0.09090909090909091,0.0
23,-0.08695652173913043,0.0
24,-0.16666666666666666,-2.0
25,-0.2,-1.0
26,-0.19230769230769232,0.0
27,-0.14814814814814814,1.0
28,-0.07142857142857142,2.0
29,-0.034482758620689655,1.0
30,-0.03333333333333333,0.0
31,0.0,1.0
32,-0.03125,-1.0
33,-0.030303030303030304,0.0
34,-0.029411764705882353,0.0
35,0.0,1.0
36,0.0,0.0
37,0.02702702702702703,1.0
38,0.02631578947368421,0.0
39,0.05128205128205128,1.0
40,0.075,1.0
41,0.0975609756097561,1.0
42,0.07142857142857142,-1.0
43,0.023255813953488372,-2.0
44,0.022727272727272728,0.0
45,0.022222222222222223,0.0
46,0.06521739130434782,2.0
47,0.0851063829787234,1.0
48,0.125,2.0
49,0.1836734693877551,3.0
50,0.22,2.0
51,0.21568627450980393,0.0
52,0.21153846153846154,0.0
53,0.22641509433962265,1.0
54,0.2037037037037037,-1.0
55,0.23636363636363636,2.0
56,0.23214285714285715,0.0
57,0.24561403508771928,1.0
58,0.2413793103448276,0.0
59,0.2542372881355932,1.0
60,0.3,3.0
61,0.3114754098360656,1.0
62,0.3225806451612903,1.0
63,0.3492063492063492,2.0
64,0.34375,0.0
65,0.3076923076923077,-2.0
66,0.30303030303030304,0.0
67,0.31343283582089554,1.0
68,0.3088235294117647,0.0
69,0.30434782608695654,0.0
70,0.34285714285714286,3.0
71,0.39436619718309857,4.0
72,0.4027777777777778,1.0
73,0.4246575342465753,2.0
74,0.44594594594594594,2.0
75,0.48,3.0
76,0.47368421052631576,0.0
77,0.4935064935064935,2.0
78,0.5,1.0
79,0.5063291139240507,1.0
80,0.5125,1.0
81,0.5185185185185185,1.0
82,0.5,-1.0
83,0.5060240963855421,1.0
